victim_id,victim_account_id,name,city,lat,long,fraud_type,amount_lost,complaint_timestamp
VIC_0407,VACC_0407,Lajita Walia,Nellore,14.436968,79.98503,KYC / SIM Block Extortion,214498,2026-06-30 00:09:00
VIC_0408,VACC_0408,Xiti Pandya,Jamtara,23.951768,86.796892,Fake Loan App Fraud,280999,2026-06-13 16:24:00
VIC_0409,VACC_0409,Mekhala Basak,Kolar,13.128202,78.150532,Fake Loan App Fraud,356496,2026-07-17 03:35:00
VIC_0410,VACC_0410,Anirudh Sharaf,Kolar,13.141223,78.12506,Part-time Telegram Job Scam,40500,2026-06-11 15:24:00
VIC_0411,VACC_0411,Dhriti Sanghvi,Chennai,13.088125,80.292842,Electricity Bill Threat Scam,111000,2026-07-07 13:25:00
VIC_0412,VACC_0412,Omisha Mann,Kolkata,22.54803,88.386346,Investment / Crypto Token Scam,25999,2026-07-06 13:58:00
VIC_0413,VACC_0413,Nidhi Bail,Hyderabad,17.362829,78.532453,KYC / SIM Block Extortion,76999,2026-06-20 16:29:00
VIC_0414,VACC_0414,Onveer Sharma,Gurugram,28.428138,77.054128,KYC / SIM Block Extortion,464997,2026-06-10 08:02:00
VIC_0415,VACC_0415,Gaurang Sarkar,Kolar,13.128016,78.157451,Customer Care Search Hijack,75000,2026-07-25 07:14:00
VIC_0416,VACC_0416,Yagnesh Sarin,Bengaluru,12.934005,77.634875,Customer Care Search Hijack,187999,2026-06-28 14:49:00
VIC_0417,VACC_0417,Farhan Randhawa,Coimbatore,11.052973,76.93092,Digital Arrest / CBI Impersonation,370496,2026-06-30 11:03:00
VIC_0418,VACC_0418,Harinakshi Kant,Coimbatore,10.997998,76.970072,Investment / Crypto Token Scam,500994,2026-06-04 10:14:00
VIC_0419,VACC_0419,Om Bose,Coimbatore,10.999561,77.003742,UPI Impersonation Fraud,530493,2026-06-16 03:20:00
VIC_0420,VACC_0420,Yashvi Hari,Jamtara,23.97978,86.800148,Part-time Telegram Job Scam,432496,2026-06-05 23:10:00
VIC_0421,VACC_0421,Indali Divan,Noida,28.521393,77.431926,Customer Care Search Hijack,332999,2026-06-26 07:24:00
VIC_0422,VACC_0422,Harshil Dhingra,Jamtara,23.955751,86.828632,Investment / Crypto Token Scam,191000,2026-07-22 02:28:00
VIC_0423,VACC_0423,Rudra Ghose,Kolkata,22.517963,88.374752,Part-time Telegram Job Scam,187499,2026-07-16 16:30:00
VIC_0424,VACC_0424,Faqid Goel,Coimbatore,11.024118,76.924532,Customer Care Search Hijack,126999,2026-06-21 02:48:00
VIC_0425,VACC_0425,Ucchal Sen,Gurugram,28.437745,77.028092,KYC / SIM Block Extortion,199000,2026-06-19 01:52:00
VIC_0426,VACC_0426,Diya Dora,Nellore,14.443101,79.964347,Customer Care Search Hijack,41000,2026-06-07 03:34:00
VIC_0427,VACC_0427,Ekansh Singh,Hyderabad,17.360793,78.528602,Electricity Bill Threat Scam,101999,2026-07-05 02:47:00
VIC_0428,VACC_0428,Chavvi Maharaj,Kolar,13.135833,78.131945,Digital Arrest / CBI Impersonation,431997,2026-06-09 22:04:00
VIC_0429,VACC_0429,Indira Tripathi,Nellore,14.432382,79.989596,KYC / SIM Block Extortion,308000,2026-06-29 04:06:00
VIC_0430,VACC_0430,Dayita Shenoy,Gurugram,28.44501,77.051447,Electricity Bill Threat Scam,50999,2026-07-14 03:47:00
VIC_0431,VACC_0431,Baljiwan Bhandari,Kolkata,22.560685,88.334983,Investment / Crypto Token Scam,186996,2026-06-17 11:05:00
VIC_0432,VACC_0432,Bhavini Bose,Mewat,28.117703,77.01176,Digital Arrest / CBI Impersonation,483999,2026-06-09 02:20:00
VIC_0433,VACC_0433,Yashica Rajagopalan,Jamtara,23.969611,86.804381,Customer Care Search Hijack,50999,2026-06-19 15:41:00
VIC_0434,VACC_0434,Benjamin Sengupta,Nellore,14.473939,79.980092,Customer Care Search Hijack,401496,2026-07-17 03:33:00
VIC_0435,VACC_0435,Ekanta Soni,Coimbatore,11.031761,76.935998,KYC / SIM Block Extortion,138000,2026-06-23 22:01:00
VIC_0436,VACC_0436,David Seshadri,Kolkata,22.559472,88.383423,UPI Impersonation Fraud,477000,2026-07-13 08:03:00
VIC_0437,VACC_0437,Hemal Chad,Jamtara,23.962526,86.776055,Customer Care Search Hijack,221998,2026-06-14 05:27:00
VIC_0438,VACC_0438,Balveer Kota,Hyderabad,17.346572,78.506497,Investment / Crypto Token Scam,602496,2026-06-06 12:03:00
VIC_0439,VACC_0439,Reva Viswanathan,Chennai,13.130423,80.292392,Part-time Telegram Job Scam,310997,2026-06-21 05:38:00
VIC_0440,VACC_0440,Januja Pradhan,Hyderabad,17.410005,78.445605,KYC / SIM Block Extortion,607497,2026-07-25 23:36:00
VIC_0441,VACC_0441,Lila Rege,Hyderabad,17.387461,78.47118,KYC / SIM Block Extortion,162499,2026-06-08 19:00:00
VIC_0442,VACC_0442,Charles Natt,Bengaluru,12.95743,77.625413,Electricity Bill Threat Scam,470997,2026-07-15 13:29:00
VIC_0443,VACC_0443,Forum Chandra,Kochi,9.904347,76.288977,Customer Care Search Hijack,222498,2026-06-26 05:51:00
VIC_0444,VACC_0444,Bhanumati Krishnan,Chennai,13.042872,80.301656,Electricity Bill Threat Scam,510996,2026-07-14 15:47:00
VIC_0445,VACC_0445,Gauri Bumb,Kolar,13.144327,78.120197,Fake Loan App Fraud,178499,2026-06-29 15:36:00
VIC_0446,VACC_0446,Inaya Mukherjee,Bengaluru,12.973425,77.639388,Part-time Telegram Job Scam,51000,2026-06-12 13:03:00
VIC_0447,VACC_0447,Kai Chad,Kolar,13.141762,78.133782,Customer Care Search Hijack,389999,2026-06-19 04:28:00
VIC_0448,VACC_0448,Krisha Narasimhan,Hyderabad,17.413429,78.495391,KYC / SIM Block Extortion,30999,2026-06-21 03:33:00
VIC_0449,VACC_0449,Girik Sampath,Jamtara,23.973643,86.794203,KYC / SIM Block Extortion,636998,2026-07-03 14:37:00
VIC_0450,VACC_0450,Andrew Patil,Coimbatore,11.004752,76.955768,Electricity Bill Threat Scam,163498,2026-06-30 06:56:00
VIC_0451,VACC_0451,Pranit Kala,Kolar,13.120946,78.144914,Digital Arrest / CBI Impersonation,143000,2026-07-03 22:07:00
VIC_0452,VACC_0452,Vedika Handa,Kochi,9.93291,76.280993,Fake Loan App Fraud,328498,2026-06-02 17:31:00
VIC_0453,VACC_0453,Laksh Dubey,Kolkata,22.564086,88.361282,Electricity Bill Threat Scam,414499,2026-07-14 01:16:00
VIC_0454,VACC_0454,Chakrika Chaudhuri,Nellore,14.433155,79.988263,UPI Impersonation Fraud,117000,2026-06-07 17:00:00
VIC_0455,VACC_0455,Gayathri Deep,Kochi,9.953099,76.298816,UPI Impersonation Fraud,400996,2026-06-06 09:00:00
VIC_0456,VACC_0456,Mitesh Gaba,Bengaluru,12.935891,77.569924,Fake Loan App Fraud,120999,2026-07-06 17:51:00
VIC_0457,VACC_0457,Noah Sarma,Jamtara,23.995219,86.797018,KYC / SIM Block Extortion,379998,2026-06-06 23:45:00
VIC_0458,VACC_0458,Nirja Patla,Coimbatore,11.031973,76.912008,Investment / Crypto Token Scam,86998,2026-06-17 16:54:00
VIC_0459,VACC_0459,Sachi Mane,Jamtara,23.963563,86.803825,Customer Care Search Hijack,190999,2026-06-17 15:32:00
VIC_0460,VACC_0460,Vivaan Walla,Bengaluru,13.016536,77.59511,Part-time Telegram Job Scam,75999,2026-06-14 14:18:00
VIC_0461,VACC_0461,Dayamai Singh,Jamtara,23.966539,86.80312,UPI Impersonation Fraud,267998,2026-06-21 07:12:00
VIC_0462,VACC_0462,Jhalak Sastry,Bengaluru,13.012883,77.61043,Part-time Telegram Job Scam,859497,2026-07-12 00:12:00
VIC_0463,VACC_0463,Baghyawati Raja,Kolkata,22.609663,88.346489,UPI Impersonation Fraud,82000,2026-07-17 08:56:00
VIC_0464,VACC_0464,Neel Iyengar,Kolar,13.142887,78.117438,Customer Care Search Hijack,289497,2026-06-29 11:37:00
VIC_0465,VACC_0465,Zashil Ben,Kolar,13.134061,78.152763,Electricity Bill Threat Scam,406497,2026-06-29 23:03:00
VIC_0466,VACC_0466,Kamya Chauhan,Kochi,9.93473,76.265046,UPI Impersonation Fraud,26999,2026-06-26 10:48:00
VIC_0467,VACC_0467,Bhavani Chacko,Hyderabad,17.362817,78.508221,Fake Loan App Fraud,240499,2026-06-29 02:38:00
VIC_0468,VACC_0468,Anjali Sengupta,Gurugram,28.482176,77.027796,Customer Care Search Hijack,363500,2026-06-15 19:06:00
VIC_0469,VACC_0469,Rajeshri Chand,Noida,28.528488,77.36754,Part-time Telegram Job Scam,10999,2026-07-15 14:46:00
VIC_0470,VACC_0470,Shravya Palla,Kochi,9.925318,76.246388,KYC / SIM Block Extortion,400497,2026-07-16 11:50:00
VIC_0471,VACC_0471,Oeshi Bera,Kochi,9.946823,76.266559,Part-time Telegram Job Scam,121999,2026-06-06 16:09:00
VIC_0472,VACC_0472,Yadavi Prakash,Hyderabad,17.385611,78.481132,Part-time Telegram Job Scam,786996,2026-06-21 06:29:00
VIC_0473,VACC_0473,Libni Bumb,Kochi,9.908515,76.255456,Electricity Bill Threat Scam,273999,2026-06-18 01:36:00
VIC_0474,VACC_0474,Udarsh Bala,Bengaluru,12.994283,77.60878,Investment / Crypto Token Scam,247498,2026-06-07 22:32:00
VIC_0475,VACC_0475,Hardik Nayak,Gurugram,28.428291,77.030272,Electricity Bill Threat Scam,130500,2026-07-12 05:59:00
VIC_0476,VACC_0476,Laksh Barad,Nellore,14.409403,79.9648,KYC / SIM Block Extortion,548999,2026-06-10 02:54:00
VIC_0477,VACC_0477,Urmi Dewan,Kolkata,22.598264,88.381713,Part-time Telegram Job Scam,95500,2026-07-01 11:33:00
VIC_0478,VACC_0478,Saumya Ahluwalia,Gurugram,28.437908,77.011642,UPI Impersonation Fraud,664996,2026-06-18 09:00:00
VIC_0479,VACC_0479,Anirudh Kunda,Kochi,9.912218,76.208214,Part-time Telegram Job Scam,358999,2026-07-06 08:40:00
VIC_0480,VACC_0480,Mason Wable,Nellore,14.398238,79.997928,Fake Loan App Fraud,720997,2026-07-11 21:06:00
VIC_0481,VACC_0481,Indrajit Mani,Gurugram,28.502508,77.028686,Electricity Bill Threat Scam,91999,2026-06-09 20:16:00
VIC_0482,VACC_0482,Charvi Dara,Kochi,9.921983,76.300827,Customer Care Search Hijack,95500,2026-06-24 00:23:00
VIC_0483,VACC_0483,William Saini,Jamtara,23.958347,86.802461,UPI Impersonation Fraud,10999,2026-07-03 03:54:00
VIC_0484,VACC_0484,Dev Choudhry,Bengaluru,12.969989,77.576774,KYC / SIM Block Extortion,100500,2026-06-23 10:16:00
VIC_0485,VACC_0485,Amol Varma,Bengaluru,12.95881,77.575883,UPI Impersonation Fraud,96000,2026-06-15 23:08:00
VIC_0486,VACC_0486,Maanas Manne,Bengaluru,12.988523,77.591124,Electricity Bill Threat Scam,100500,2026-06-08 10:13:00
VIC_0487,VACC_0487,Aarav Pandit,Gurugram,28.473731,77.003198,Investment / Crypto Token Scam,217498,2026-06-23 20:42:00
VIC_0488,VACC_0488,Omaja Grover,Nellore,14.454364,80.005798,KYC / SIM Block Extortion,351500,2026-07-17 13:06:00
VIC_0489,VACC_0489,Jalsa Bir,Hyderabad,17.400317,78.494629,KYC / SIM Block Extortion,486996,2026-07-19 15:36:00
VIC_0490,VACC_0490,Madhavi Singhal,Coimbatore,10.983605,76.949377,Fake Loan App Fraud,333498,2026-07-07 23:58:00
VIC_0491,VACC_0491,Lila Prakash,Hyderabad,17.389826,78.51569,Investment / Crypto Token Scam,534995,2026-06-16 06:36:00
VIC_0492,VACC_0492,Amol Parikh,Mewat,28.118648,77.03293,Electricity Bill Threat Scam,400499,2026-06-09 11:50:00
VIC_0493,VACC_0493,Hemani Khosla,Gurugram,28.465004,77.026666,Part-time Telegram Job Scam,161999,2026-06-14 00:40:00
VIC_0494,VACC_0494,Gaurangi Deol,Kolar,13.143548,78.135348,Part-time Telegram Job Scam,316000,2026-06-22 21:33:00
VIC_0495,VACC_0495,Indira Nigam,Noida,28.532587,77.42327,Digital Arrest / CBI Impersonation,535998,2026-06-27 15:35:00
VIC_0496,VACC_0496,Ucchal Srinivas,Noida,28.546511,77.424482,Electricity Bill Threat Scam,209996,2026-07-11 08:13:00
VIC_0497,VACC_0497,Krishna Bhatnagar,Kochi,9.94342,76.27449,Investment / Crypto Token Scam,302995,2026-06-10 10:24:00
VIC_0498,VACC_0498,Balhaar Memon,Mumbai,19.063632,72.899214,Customer Care Search Hijack,201998,2026-06-27 14:52:00
VIC_0499,VACC_0499,Caleb Iyengar,Kolar,13.165496,78.115763,Part-time Telegram Job Scam,76000,2026-07-02 05:50:00
VIC_0500,VACC_0500,Diya Mukherjee,Kolar,13.159804,78.125767,Electricity Bill Threat Scam,40000,2026-07-07 14:35:00
